node_name,node_path,linked_to_specific_knowledge_point,status,specific_knowledge_points,other_link_locations,latest_spatial_vectors_import,source_paths
易错点 1 忽视双曲线方程中的限制条件而致错_b7,mathmap/习题/题型整理/易错点 1 忽视双曲线方程中的限制条件而致错_b7.md,YES,LINKED_SPECIFIC_KP,双曲线的标准方程,,NO,
易错点 1 忽视定义中的限制条件而致错_b7,mathmap/习题/题型整理/易错点 1 忽视定义中的限制条件而致错_b7.md,YES,LINKED_SPECIFIC_KP,抛物线的标准方程,,NO,
易错点 1 忽视点与抛物线的位置关系而致错_b7,mathmap/习题/题型整理/易错点 1 忽视点与抛物线的位置关系而致错_b7.md,YES,LINKED_SPECIFIC_KP,抛物线的简单几何性质,,NO,
易错点 1 条件判断不全面而致误_b5,mathmap/习题/题型整理/易错点 1 条件判断不全面而致误_b5.md,YES,LINKED_SPECIFIC_KP,充分条件与必要条件,,NO,
易错点 1 用图失误_b3,mathmap/习题/题型整理/易错点 1 用图失误_b3.md,YES,LINKED_SPECIFIC_KP,三角函数的应用,,NO,
易错点 1 误判幂函数的奇偶性而致错_b6,mathmap/习题/题型整理/易错点 1 误判幂函数的奇偶性而致错_b6.md,YES,LINKED_SPECIFIC_KP,幂函数,,NO,
易错点 2 不能正确理解分段函数而致错_b8,mathmap/习题/题型整理/易错点 2 不能正确理解分段函数而致错_b8.md,YES,LINKED_SPECIFIC_KP,函数的概念 | 函数的表示法,,NO,
易错点 2 不能正确理解集合的表示方法而致错_b7,mathmap/习题/题型整理/易错点 2 不能正确理解集合的表示方法而致错_b7.md,YES,LINKED_SPECIFIC_KP,集合的概念,,NO,
易错点 2 不能确定角之间的特殊关系导致诱导公式应用失误_b9,mathmap/习题/题型整理/易错点 2 不能确定角之间的特殊关系导致诱导公式应用失误_b9.md,YES,LINKED_SPECIFIC_KP,诱导公式,,NO,
易错点 2 忽略分段函数的分界点而致错_b7,mathmap/习题/题型整理/易错点 2 忽略分段函数的分界点而致错_b7.md,YES,LINKED_SPECIFIC_KP,函数的概念 | 函数的概念与性质 小结,,NO,
易错点 2 忽略对参数的分类讨论而致错_b9,mathmap/习题/题型整理/易错点 2 忽略对参数的分类讨论而致错_b9.md,YES,LINKED_SPECIFIC_KP,函数的概念,,NO,
易错点 2 忽略对指数函数的底数的分类讨论而致错_b6,mathmap/习题/题型整理/易错点 2 忽略对指数函数的底数的分类讨论而致错_b6.md,YES,LINKED_SPECIFIC_KP,指数函数 | 指数函数的图象和性质,,NO,
易错点 2 忽略扇形相关公式应用中角的度量制_b8,mathmap/习题/题型整理/易错点 2 忽略扇形相关公式应用中角的度量制_b8.md,YES,LINKED_SPECIFIC_KP,弧度制,,NO,
易错点 2 忽略方程标准形式的特征而致错_b8,mathmap/习题/题型整理/易错点 2 忽略方程标准形式的特征而致错_b8.md,YES,LINKED_SPECIFIC_KP,抛物线的标准方程,,NO,
易错点 2 忽略焦点的位置而致错_b8,mathmap/习题/题型整理/易错点 2 忽略焦点的位置而致错_b8.md,YES,LINKED_SPECIFIC_KP,抛物线的简单几何性质,,NO,
易错点 2 忽略等号成立的条件而致错_b11,mathmap/习题/题型整理/易错点 2 忽略等号成立的条件而致错_b11.md,YES,LINKED_SPECIFIC_KP,基本不等式,,NO,
易错点 2 忽略角的特殊关系导致错解_b4,mathmap/习题/题型整理/易错点 2 忽略角的特殊关系导致错解_b4.md,YES,LINKED_SPECIFIC_KP,三角函数的应用,,NO,
易错点 2 忽视函数零点存在定理的条件而致错_b7,mathmap/习题/题型整理/易错点 2 忽视函数零点存在定理的条件而致错_b7.md,YES,LINKED_SPECIFIC_KP,函数的概念 | 函数的零点与方程的解,,NO,
易错点 2 忽视否定的范围而致错_b7,mathmap/习题/题型整理/易错点 2 忽视否定的范围而致错_b7.md,YES,LINKED_SPECIFIC_KP,全称量词命题和存在量词命题的否定,,NO,
易错点 2 忽视对空集的讨论而致错_b7,mathmap/习题/题型整理/易错点 2 忽视对空集的讨论而致错_b7.md,YES,LINKED_SPECIFIC_KP,集合间的基本关系,,NO,
易错点 2 忽视幂函数的图象特点而致错_b7,mathmap/习题/题型整理/易错点 2 忽视幂函数的图象特点而致错_b7.md,YES,LINKED_SPECIFIC_KP,幂函数,,NO,
易错点 2 未综合考虑奇(偶)函数图象的对称性而致错_b7,mathmap/习题/题型整理/易错点 2 未综合考虑奇(偶)函数图象的对称性而致错_b7.md,YES,LINKED_SPECIFIC_KP,函数的概念 | 奇偶性,,NO,
易错点 2 画图错误_b4,mathmap/习题/题型整理/易错点 2 画图错误_b4.md,YES,LINKED_SPECIFIC_KP,三角函数的应用,,NO,
易错点 2 看错图象变换的方向致错_b9,mathmap/习题/题型整理/易错点 2 看错图象变换的方向致错_b9.md,YES,LINKED_SPECIFIC_KP,函数 y = A sin(ωx + φ),,NO,
易错点 2 随意消项致错_b10,mathmap/习题/题型整理/易错点 2 随意消项致错_b10.md,YES,LINKED_SPECIFIC_KP,二次函数与一元二次方程、不等式,,NO,
易错点 3 不理解自定义的集合(运算)而致错_b8,mathmap/习题/题型整理/易错点 3 不理解自定义的集合(运算)而致错_b8.md,YES,LINKED_SPECIFIC_KP,集合的概念,,NO,
易错点 3 多次应用基本不等式而致错_b12,mathmap/习题/题型整理/易错点 3 多次应用基本不等式而致错_b12.md,YES,LINKED_SPECIFIC_KP,基本不等式,,NO,
易错点 3 忽略函数的定义域而致错_b10,mathmap/习题/题型整理/易错点 3 忽略函数的定义域而致错_b10.md,YES,LINKED_SPECIFIC_KP,函数的概念,,NO,
易错点 3 忽略含参函数的分类讨论而致错_b8,mathmap/习题/题型整理/易错点 3 忽略含参函数的分类讨论而致错_b8.md,YES,LINKED_SPECIFIC_KP,函数的概念 | 函数的零点与方程的解,,NO,
易错点 3 忽略对角的终边的讨论_b9,mathmap/习题/题型整理/易错点 3 忽略对角的终边的讨论_b9.md,YES,LINKED_SPECIFIC_KP,弧度制,,NO,
易错点 3 忽略端点的取值情况而致错_b8,mathmap/习题/题型整理/易错点 3 忽略端点的取值情况而致错_b8.md,YES,LINKED_SPECIFIC_KP,集合间的基本关系,,NO,
易错点 3 条件探求中忽视要求而致误_b7,mathmap/习题/题型整理/易错点 3 条件探求中忽视要求而致误_b7.md,YES,LINKED_SPECIFIC_KP,充分条件与必要条件,,NO,
易错点 3 知图写式中求参数错误_b10,mathmap/习题/题型整理/易错点 3 知图写式中求参数错误_b10.md,YES,LINKED_SPECIFIC_KP,函数 y = A sin(ωx + φ),,NO,
易错点 4 忽略扇形圆心角的范围_b10,mathmap/习题/题型整理/易错点 4 忽略扇形圆心角的范围_b10.md,YES,LINKED_SPECIFIC_KP,弧度制,,NO,
易错点1 忽略函数的定义域而致错_b6,mathmap/习题/题型整理/易错点1 忽略函数的定义域而致错_b6.md,YES,LINKED_SPECIFIC_KP,函数的概念 | 奇偶性,,NO,
易错点1 忽略题目隐含范围致错_b8,mathmap/习题/题型整理/易错点1 忽略题目隐含范围致错_b8.md,YES,LINKED_SPECIFIC_KP,同角三角函数的基本关系,,NO,
易错点1 混淆元素与集合、集合与集合之间的关系而致错_b6,mathmap/习题/题型整理/易错点1 混淆元素与集合、集合与集合之间的关系而致错_b6.md,YES,LINKED_SPECIFIC_KP,集合的概念 | 集合间的基本关系,,NO,
易错点2 不能正确区分命题的条件与结论而致误_b6,mathmap/习题/题型整理/易错点2 不能正确区分命题的条件与结论而致误_b6.md,YES,LINKED_SPECIFIC_KP,充分条件与必要条件,,NO,
易错点2 不能精确确定角的取值范围导致错解_b9,mathmap/习题/题型整理/易错点2 不能精确确定角的取值范围导致错解_b9.md,YES,LINKED_SPECIFIC_KP,同角三角函数的基本关系,,NO,
易错点2 含参数的集合运算中忽视对空集的讨论而致错_b8,mathmap/习题/题型整理/易错点2 含参数的集合运算中忽视对空集的讨论而致错_b8.md,YES,LINKED_SPECIFIC_KP,集合的基本运算 | 集合的概念,,NO,
易错点2 应用三角函数的定义求参数时忽略参数的取值范围_b7,mathmap/习题/题型整理/易错点2 应用三角函数的定义求参数时忽略参数的取值范围_b7.md,YES,LINKED_SPECIFIC_KP,三角函数的应用 | 三角函数的概念,,NO,
易错点2 忽略与对数有关的复合函数中的真数大于0而致错_b8,mathmap/习题/题型整理/易错点2 忽略与对数有关的复合函数中的真数大于0而致错_b8.md,YES,LINKED_SPECIFIC_KP,函数的概念 | 对数函数的图象和性质,,NO,
易错点2 考虑不全面而致错_b8,mathmap/习题/题型整理/易错点2 考虑不全面而致错_b8.md,YES,LINKED_SPECIFIC_KP,双曲线的标准方程,,NO,
易错点3 忽略分段函数的定义域分界点而致错_b9,mathmap/习题/题型整理/易错点3 忽略分段函数的定义域分界点而致错_b9.md,YES,LINKED_SPECIFIC_KP,函数的概念 | 对数函数的图象和性质,,NO,
易错点3 忽略复合函数中函数的性质而致错_b7,mathmap/习题/题型整理/易错点3 忽略复合函数中函数的性质而致错_b7.md,YES,LINKED_SPECIFIC_KP,函数的概念 | 指数函数的图象和性质,,NO,
易错点3 认为分式不等式与二次不等式等价致错_b11,mathmap/习题/题型整理/易错点3 认为分式不等式与二次不等式等价致错_b11.md,YES,LINKED_SPECIFIC_KP,二次函数与一元二次方程、不等式,,NO,
易错点4 不能正确使用等价转化而致错_b9,mathmap/习题/题型整理/易错点4 不能正确使用等价转化而致错_b9.md,YES,LINKED_SPECIFIC_KP,函数的零点与方程的解,,NO,
易错点4 混淆自变量的判定而致错_b11,mathmap/习题/题型整理/易错点4 混淆自变量的判定而致错_b11.md,YES,LINKED_SPECIFIC_KP,函数的概念,,NO,
易错点5 不能正确理解题意而致错_b10,mathmap/习题/题型整理/易错点5 不能正确理解题意而致错_b10.md,YES,LINKED_SPECIFIC_KP,函数的零点与方程的解,,NO,
第1.1~1.3节综合训练_刷能力_b1,mathmap/习题/题型整理/第1.1~1.3节综合训练_刷能力_b1.md,YES,LINKED_SPECIFIC_KP,空间向量及其运算,,NO,
第1.4节综合训练_刷素养_b2,mathmap/习题/题型整理/第1.4节综合训练_刷素养_b2.md,YES,LINKED_SPECIFIC_KP,空间向量的应用,,NO,
第1.4节综合训练_刷能力_b1,mathmap/习题/题型整理/第1.4节综合训练_刷能力_b1.md,YES,LINKED_SPECIFIC_KP,空间向量的应用,,NO,
第2.1节综合训练_刷能力_b1,mathmap/习题/题型整理/第2.1节综合训练_刷能力_b1.md,YES,LINKED_SPECIFIC_KP,直线的倾斜角与斜率,,NO,
第2.2节综合训练_刷能力_b1,mathmap/习题/题型整理/第2.2节综合训练_刷能力_b1.md,YES,LINKED_SPECIFIC_KP,直线的方程,,NO,
第2.3节综合训练_刷素养_b2,mathmap/习题/题型整理/第2.3节综合训练_刷素养_b2.md,YES,LINKED_SPECIFIC_KP,直线的交点坐标与距离公式,,NO,
第2.3节综合训练_刷能力_b1,mathmap/习题/题型整理/第2.3节综合训练_刷能力_b1.md,YES,LINKED_SPECIFIC_KP,直线的交点坐标与距离公式,,NO,
第2.4节综合训练_刷素养_b2,mathmap/习题/题型整理/第2.4节综合训练_刷素养_b2.md,YES,LINKED_SPECIFIC_KP,圆的方程,,NO,
第2.4节综合训练_刷能力_b1,mathmap/习题/题型整理/第2.4节综合训练_刷能力_b1.md,YES,LINKED_SPECIFIC_KP,圆的方程,,NO,
第2.5节综合训练_刷素养_b2,mathmap/习题/题型整理/第2.5节综合训练_刷素养_b2.md,YES,LINKED_SPECIFIC_KP,直线与圆、圆与圆的位置关系,,NO,
第2.5节综合训练_刷能力_b1,mathmap/习题/题型整理/第2.5节综合训练_刷能力_b1.md,YES,LINKED_SPECIFIC_KP,直线与圆、圆与圆的位置关系,,NO,
第3.1节综合训练_刷能力_b1,mathmap/习题/题型整理/第3.1节综合训练_刷能力_b1.md,YES,LINKED_SPECIFIC_KP,椭圆,,NO,
第3.2节综合训练_刷素养_b2,mathmap/习题/题型整理/第3.2节综合训练_刷素养_b2.md,YES,LINKED_SPECIFIC_KP,双曲线,,NO,
第3.2节综合训练_刷能力_b1,mathmap/习题/题型整理/第3.2节综合训练_刷能力_b1.md,YES,LINKED_SPECIFIC_KP,双曲线,,NO,
第3.3节综合训练_刷素养_b2,mathmap/习题/题型整理/第3.3节综合训练_刷素养_b2.md,YES,LINKED_SPECIFIC_KP,抛物线,,NO,
第3.3节综合训练_刷能力_b1,mathmap/习题/题型整理/第3.3节综合训练_刷能力_b1.md,YES,LINKED_SPECIFIC_KP,抛物线,,NO,
第七章 复数 复习参考题7,mathmap/习题/题型整理/第七章 复数 复习参考题7.md,YES,LINKED_SPECIFIC_KP,第七章 复数,,NO,
第七章 随机变量及其分布 复习参考题7,mathmap/习题/题型整理/第七章 随机变量及其分布 复习参考题7.md,YES,LINKED_SPECIFIC_KP,第七章 随机变量及其分布,,NO,
第九章 统计 复习参考题9,mathmap/习题/题型整理/第九章 统计 复习参考题9.md,YES,LINKED_SPECIFIC_KP,第九章 统计,,NO,
第五章 一元函数的导数及其应用 复习参考题5,mathmap/习题/题型整理/第五章 一元函数的导数及其应用 复习参考题5.md,YES,LINKED_SPECIFIC_KP,第五章 一元函数的导数及其应用,,NO,
第八章 成对数据的统计分析 复习参考题8,mathmap/习题/题型整理/第八章 成对数据的统计分析 复习参考题8.md,YES,LINKED_SPECIFIC_KP,第八章 成对数据的统计分析,,NO,
第八章 立体几何初步 复习参考题8,mathmap/习题/题型整理/第八章 立体几何初步 复习参考题8.md,YES,LINKED_SPECIFIC_KP,第八章 立体几何初步,,NO,
第六章 平面向量及其应用 复习参考题6,mathmap/习题/题型整理/第六章 平面向量及其应用 复习参考题6.md,YES,LINKED_SPECIFIC_KP,平面 | 第六章 平面向量及其应用,,NO,
第六章 计数原理 复习参考题6,mathmap/习题/题型整理/第六章 计数原理 复习参考题6.md,YES,LINKED_SPECIFIC_KP,第六章 计数原理,,NO,
第十章 概率 复习参考题10,mathmap/习题/题型整理/第十章 概率 复习参考题10.md,YES,LINKED_SPECIFIC_KP,第十章 概率,,NO,
第四章 数列 复习参考题4,mathmap/习题/题型整理/第四章 数列 复习参考题4.md,YES,LINKED_SPECIFIC_KP,第四章 数列,,NO,
考点 1 不等式的性质与应用_b2,mathmap/习题/题型整理/考点 1 不等式的性质与应用_b2.md,YES,LINKED_SPECIFIC_KP,二次函数与一元二次方程、不等式,,NO,
考点 1 分段函数的应用_b2,mathmap/习题/题型整理/考点 1 分段函数的应用_b2.md,YES,LINKED_SPECIFIC_KP,函数的概念 | 函数的概念与性质 小结,,NO,
考点 1 指数、对数值的计算_b2,mathmap/习题/题型整理/考点 1 指数、对数值的计算_b2.md,YES,LINKED_SPECIFIC_KP,对数函数,,NO,
考点 1 点到直线的距离_b2,mathmap/习题/题型整理/考点 1 点到直线的距离_b2.md,YES,LINKED_SPECIFIC_KP,点到直线的距离公式 | 第二章 直线和圆的方程,,NO,
考点 1 集合中的元素个数_b2,mathmap/习题/题型整理/考点 1 集合中的元素个数_b2.md,YES,LINKED_SPECIFIC_KP,第一章 集合与常用逻辑用语 | 集合的概念,,NO,
考点 2 函数图象与性质的综合应用_b3,mathmap/习题/题型整理/考点 2 函数图象与性质的综合应用_b3.md,YES,LINKED_SPECIFIC_KP,函数的概念 | 函数的概念与性质 小结,,NO,
考点 2 利用三角恒等变换求值_b3,mathmap/习题/题型整理/考点 2 利用三角恒等变换求值_b3.md,YES,LINKED_SPECIFIC_KP,三角函数的应用 | 三角恒等变换,,NO,
考点 2 圆的方程_b3,mathmap/习题/题型整理/考点 2 圆的方程_b3.md,YES,LINKED_SPECIFIC_KP,第二章 直线和圆的方程,,NO,
考点 2 基本不等式的应用_b3,mathmap/习题/题型整理/考点 2 基本不等式的应用_b3.md,YES,LINKED_SPECIFIC_KP,二次函数与一元二次方程、不等式 | 基本不等式,,NO,
考点 2 集合之间的关系及应用_b3,mathmap/习题/题型整理/考点 2 集合之间的关系及应用_b3.md,YES,LINKED_SPECIFIC_KP,第一章 集合与常用逻辑用语 | 集合的概念,,NO,
考点 3 一元二次不等式及其应用_b5,mathmap/习题/题型整理/考点 3 一元二次不等式及其应用_b5.md,YES,LINKED_SPECIFIC_KP,一元二次不等式 | 二次函数与一元二次方程、不等式,,NO,
考点 3 三角函数的图象与性质的综合_b4,mathmap/习题/题型整理/考点 3 三角函数的图象与性质的综合_b4.md,YES,LINKED_SPECIFIC_KP,三角函数的图象与性质 | 三角函数的应用,,NO,
考点 3 直线与圆的位置关系_b4,mathmap/习题/题型整理/考点 3 直线与圆的位置关系_b4.md,YES,LINKED_SPECIFIC_KP,第二章 直线和圆的方程,,NO,
考点 3 集合之间的运算_b4,mathmap/习题/题型整理/考点 3 集合之间的运算_b4.md,YES,LINKED_SPECIFIC_KP,第一章 集合与常用逻辑用语 | 集合的概念,,NO,
考点 4 命题及其真假的判定_b5,mathmap/习题/题型整理/考点 4 命题及其真假的判定_b5.md,YES,LINKED_SPECIFIC_KP,第一章 集合与常用逻辑用语,,NO,
考点 4 指数函数、对数函数的性质及其应用_b5,mathmap/习题/题型整理/考点 4 指数函数、对数函数的性质及其应用_b5.md,YES,LINKED_SPECIFIC_KP,对数函数,,NO,
考点 5 充分、必要条件的判断_b7,mathmap/习题/题型整理/考点 5 充分、必要条件的判断_b7.md,YES,LINKED_SPECIFIC_KP,第一章 集合与常用逻辑用语,,NO,
考点 5 函数零点个数的判定_b6,mathmap/习题/题型整理/考点 5 函数零点个数的判定_b6.md,YES,LINKED_SPECIFIC_KP,函数的概念 | 对数函数,,NO,
考点 6 根据函数的零点确定参数的范围_b7,mathmap/习题/题型整理/考点 6 根据函数的零点确定参数的范围_b7.md,YES,LINKED_SPECIFIC_KP,函数的概念 | 对数函数,,NO,
考点1 利用诱导公式或同角三角函数的基本关系求值_b2,mathmap/习题/题型整理/考点1 利用诱导公式或同角三角函数的基本关系求值_b2.md,YES,LINKED_SPECIFIC_KP,三角函数的应用 | 诱导公式,,NO,
考点1 椭圆_b2,mathmap/习题/题型整理/考点1 椭圆_b2.md,YES,LINKED_SPECIFIC_KP,第三章 圆锥曲线的方程,,NO,
考点2 双曲线_b3,mathmap/习题/题型整理/考点2 双曲线_b3.md,YES,LINKED_SPECIFIC_KP,第三章 圆锥曲线的方程,,NO,
考点2 应用指数函数、对数函数的性质比较大小_b3,mathmap/习题/题型整理/考点2 应用指数函数、对数函数的性质比较大小_b3.md,YES,LINKED_SPECIFIC_KP,对数函数,,NO,
考点3 抛物线_b4,mathmap/习题/题型整理/考点3 抛物线_b4.md,YES,LINKED_SPECIFIC_KP,第三章 圆锥曲线的方程,,NO,
考点3 指数函数、对数函数的图象及其应用_b4,mathmap/习题/题型整理/考点3 指数函数、对数函数的图象及其应用_b4.md,YES,LINKED_SPECIFIC_KP,对数函数,,NO,
考点4 圆锥曲线综合问题_b5,mathmap/习题/题型整理/考点4 圆锥曲线综合问题_b5.md,YES,LINKED_SPECIFIC_KP,第三章 圆锥曲线的方程,,NO,
考点6 全称量词命题与存在量词命题的否定_b8,mathmap/习题/题型整理/考点6 全称量词命题与存在量词命题的否定_b8.md,YES,LINKED_SPECIFIC_KP,存在量词 | 第一章 集合与常用逻辑用语,,NO,
考点7 函数模型的应用_b8,mathmap/习题/题型整理/考点7 函数模型的应用_b8.md,YES,LINKED_SPECIFIC_KP,函数的概念 | 对数函数,,NO,
课时1_双曲线的简单几何性质_刷基础_b1,mathmap/习题/题型整理/课时1_双曲线的简单几何性质_刷基础_b1.md,YES,LINKED_SPECIFIC_KP,双曲线的简单几何性质,,NO,
课时1_双曲线的简单几何性质_刷易错_b6,mathmap/习题/题型整理/课时1_双曲线的简单几何性质_刷易错_b6.md,YES,LINKED_SPECIFIC_KP,双曲线的简单几何性质,,NO,
课时1_椭圆的简单几何性质_刷易错_b4,mathmap/习题/题型整理/课时1_椭圆的简单几何性质_刷易错_b4.md,YES,LINKED_SPECIFIC_KP,椭圆的简单几何性质,,NO,
课时1_空间中点、直线和平面的向量表示_刷基础_b1,mathmap/习题/题型整理/课时1_空间中点、直线和平面的向量表示_刷基础_b1.md,YES,LINKED_SPECIFIC_KP,空间中点、直线和平面的向量表示,,NO,
课时2_用空间向量研究夹角问题_刷基础_b1,mathmap/习题/题型整理/课时2_用空间向量研究夹角问题_刷基础_b1.md,YES,LINKED_SPECIFIC_KP,用空间向量研究夹角问题,,NO,
课时2_用空间向量研究夹角问题_刷提升_b6,mathmap/习题/题型整理/课时2_用空间向量研究夹角问题_刷提升_b6.md,YES,LINKED_SPECIFIC_KP,用空间向量研究夹角问题,,NO,
课时2_用空间向量研究夹角问题_刷易错_b5,mathmap/习题/题型整理/课时2_用空间向量研究夹角问题_刷易错_b5.md,YES,LINKED_SPECIFIC_KP,用空间向量研究夹角问题,,NO,
课时2_直线与双曲线的位置关系_刷基础_b1,mathmap/习题/题型整理/课时2_直线与双曲线的位置关系_刷基础_b1.md,YES,LINKED_SPECIFIC_KP,双曲线的综合应用,,NO,
课时2_直线与双曲线的位置关系_刷提升_b6,mathmap/习题/题型整理/课时2_直线与双曲线的位置关系_刷提升_b6.md,YES,LINKED_SPECIFIC_KP,双曲线的综合应用,,NO,
课时2_直线与双曲线的位置关系_刷易错_b5,mathmap/习题/题型整理/课时2_直线与双曲线的位置关系_刷易错_b5.md,YES,LINKED_SPECIFIC_KP,双曲线的综合应用,,NO,
课时2_空间线面位置关系的判定_刷基础_b1,mathmap/习题/题型整理/课时2_空间线面位置关系的判定_刷基础_b1.md,YES,LINKED_SPECIFIC_KP,用空间向量研究直线、平面的位置关系,,NO,
题型 1 一次函数、二次函数的应用_b2,mathmap/习题/题型整理/题型 1 一次函数、二次函数的应用_b2.md,YES,LINKED_SPECIFIC_KP,函数的应用（一） | 函数的概念,,NO,
题型 1 三角变换之变角_b3,mathmap/习题/题型整理/题型 1 三角变换之变角_b3.md,YES,LINKED_SPECIFIC_KP,三角函数的应用,,NO,
题型 1 不同函数增长的差异_b3,mathmap/习题/题型整理/题型 1 不同函数增长的差异_b3.md,YES,LINKED_SPECIFIC_KP,一次函数、指数函数和对数函数增长方式的差异 | 函数的概念,,NO,
题型 1 不含参数的一元二次不等式的解法_b2,mathmap/习题/题型整理/题型 1 不含参数的一元二次不等式的解法_b2.md,YES,LINKED_SPECIFIC_KP,一元二次不等式 | 二次函数与一元二次方程、不等式,,NO,
题型 1 不等关系的建立_b2,mathmap/习题/题型整理/题型 1 不等关系的建立_b2.md,YES,LINKED_SPECIFIC_KP,等式性质与不等式性质,,NO,
题型 1 两条直线的交点坐标的应用_b2,mathmap/习题/题型整理/题型 1 两条直线的交点坐标的应用_b2.md,YES,LINKED_SPECIFIC_KP,两条直线的交点坐标,,NO,
题型 1 两点间距离的最值问题_b2,mathmap/习题/题型整理/题型 1 两点间距离的最值问题_b2.md,YES,LINKED_SPECIFIC_KP,直线的方程,,NO,
题型 1 中点弦问题_b2,mathmap/习题/题型整理/题型 1 中点弦问题_b2.md,YES,LINKED_SPECIFIC_KP,第三章 圆锥曲线的方程,,NO,
题型 1 任意角的三角函数的定义_b2,mathmap/习题/题型整理/题型 1 任意角的三角函数的定义_b2.md,YES,LINKED_SPECIFIC_KP,三角函数的概念 | 任意角,,NO,
题型 1 充分条件与必要条件的判断_b1,mathmap/习题/题型整理/题型 1 充分条件与必要条件的判断_b1.md,YES,LINKED_SPECIFIC_KP,充分条件与必要条件,,NO,
题型 1 全称量词命题、存在量词命题的理解_b2,mathmap/习题/题型整理/题型 1 全称量词命题、存在量词命题的理解_b2.md,YES,LINKED_SPECIFIC_KP,全称量词与存在量词 | 存在量词,,NO,
题型 1 全称量词命题的否定_b2,mathmap/习题/题型整理/题型 1 全称量词命题的否定_b2.md,YES,LINKED_SPECIFIC_KP,全称量词命题的否定,,NO,
题型 1 几何法求轨迹问题_b2,mathmap/习题/题型整理/题型 1 几何法求轨迹问题_b2.md,YES,LINKED_SPECIFIC_KP,圆的方程,,NO,
题型 1 函数奇偶性概念的理解_b2,mathmap/习题/题型整理/题型 1 函数奇偶性概念的理解_b2.md,YES,LINKED_SPECIFIC_KP,奇偶性,,NO,
题型 1 函数定义的理解_b2,mathmap/习题/题型整理/题型 1 函数定义的理解_b2.md,YES,LINKED_SPECIFIC_KP,函数的概念,,NO,
题型 1 函数的三种表示法_b2,mathmap/习题/题型整理/题型 1 函数的三种表示法_b2.md,YES,LINKED_SPECIFIC_KP,函数的三种表示法,,NO,
题型 1 函数的最大(小)值的判定及求解_b1,mathmap/习题/题型整理/题型 1 函数的最大(小)值的判定及求解_b1.md,YES,LINKED_SPECIFIC_KP,函数的概念 | 函数的概念与性质 小结,,NO,
题型 1 函数的零点_b2,mathmap/习题/题型整理/题型 1 函数的零点_b2.md,YES,LINKED_SPECIFIC_KP,函数的零点与方程的解,,NO,
题型 1 分段函数的应用_b2,mathmap/习题/题型整理/题型 1 分段函数的应用_b2.md,YES,LINKED_SPECIFIC_KP,函数的概念 | 函数的概念与性质 小结,,NO,
题型 1 利用指数函数、对数函数的性质比较大小_b2,mathmap/习题/题型整理/题型 1 利用指数函数、对数函数的性质比较大小_b2.md,YES,LINKED_SPECIFIC_KP,对数函数,,NO,
题型 1 半角公式、万能公式的应用_b2,mathmap/习题/题型整理/题型 1 半角公式、万能公式的应用_b2.md,YES,LINKED_SPECIFIC_KP,三角函数的应用,,NO,
题型 1 单调性_b2,mathmap/习题/题型整理/题型 1 单调性_b2.md,YES,LINKED_SPECIFIC_KP,单调性,,NO,
题型 1 单调性定义的理解_b2,mathmap/习题/题型整理/题型 1 单调性定义的理解_b2.md,YES,LINKED_SPECIFIC_KP,函数的概念与性质 小结 | 单调性,,NO,
题型 1 双曲线定义的理解_b2,mathmap/习题/题型整理/题型 1 双曲线定义的理解_b2.md,YES,LINKED_SPECIFIC_KP,双曲线的标准方程,,NO,
题型 1 双曲线性质的应用_b2,mathmap/习题/题型整理/题型 1 双曲线性质的应用_b2.md,YES,LINKED_SPECIFIC_KP,双曲线的简单几何性质,,NO,
题型 1 图象的理解_b3,mathmap/习题/题型整理/题型 1 图象的理解_b3.md,YES,LINKED_SPECIFIC_KP,正切函数的性质与图象,,NO,
题型 1 圆与圆位置关系的判断_b2,mathmap/习题/题型整理/题型 1 圆与圆位置关系的判断_b2.md,YES,LINKED_SPECIFIC_KP,圆与圆的位置关系,,NO,
题型 1 圆的标准方程及其求法_b2,mathmap/习题/题型整理/题型 1 圆的标准方程及其求法_b2.md,YES,LINKED_SPECIFIC_KP,圆的标准方程,,NO,
题型 1 基本不等式的理解_b2,mathmap/习题/题型整理/题型 1 基本不等式的理解_b2.md,YES,LINKED_SPECIFIC_KP,基本不等式,,NO,
题型 1 子集、真子集的概念_b2,mathmap/习题/题型整理/题型 1 子集、真子集的概念_b2.md,YES,LINKED_SPECIFIC_KP,真子集 | 集合间的基本关系,,NO,
题型 1 定义域_b6,mathmap/习题/题型整理/题型 1 定义域_b6.md,YES,LINKED_SPECIFIC_KP,三角函数的应用,,NO,
题型 1 对圆的一般方程的理解_b2,mathmap/习题/题型整理/题型 1 对圆的一般方程的理解_b2.md,YES,LINKED_SPECIFIC_KP,圆的一般方程,,NO,
题型 1 对数函数的概念_b2,mathmap/习题/题型整理/题型 1 对数函数的概念_b2.md,YES,LINKED_SPECIFIC_KP,对数函数的概念,,NO,
题型 1 对数的概念_b2,mathmap/习题/题型整理/题型 1 对数的概念_b2.md,YES,LINKED_SPECIFIC_KP,对数的概念,,NO,
题型 1 已知集合间的关系和运算结果求参数_b2,mathmap/习题/题型整理/题型 1 已知集合间的关系和运算结果求参数_b2.md,YES,LINKED_SPECIFIC_KP,第一章 集合与常用逻辑用语 | 集合的概念,,NO,
题型 1 幂函数的概念_b2,mathmap/习题/题型整理/题型 1 幂函数的概念_b2.md,YES,LINKED_SPECIFIC_KP,函数的概念 | 幂函数,,NO,
